,name,id,align,eye,hair,sex,gsm,appearances,first_appearance,year,publisher
7774,Tomi Shishido (Earth-616),Secret Identity,Bad,Green,Black,Male,,43.0,2004-12-01,2004.0,marvel
7775,Samuel Alexander (Earth-616),Secret Identity,Good,Blue,Black,Male,,43.0,2012-01-01,2012.0,marvel
7776,Leila Taylor (Earth-616),No Dual Identity,Good,Brown,Black,Female,,42.0,1971-08-01,1971.0,marvel
7777,Buck Cowan (Earth-616),No Dual Identity,Good,,Brown,Male,,42.0,1972-06-01,1972.0,marvel
7778,Katerina van Horn (Earth-616),Public Identity,,Blue,Red,Female,Homosexual,42.0,1973-04-01,1973.0,marvel
7779,Lei-Kung (Earth-616),Secret Identity,Good,Black,Bald,Male,,42.0,1974-07-01,1974.0,marvel
7780,Lilith Drake (Earth-616),Secret Identity,Neutral,Red,Black,Female,,42.0,1974-06-01,1974.0,marvel
7781,Gwendolyne Stacy (Clone) (Earth-616),Secret Identity,Neutral,Blue,Blond,Female,,42.0,1975-03-01,1975.0,marvel
7782,Grannz (Earth-616),Secret Identity,Neutral,Orange,Orange,Male,,42.0,1977-10-01,1977.0,marvel
7783,Lord Chaos (Earth-616),,Good,,No,,,42.0,1977-12-01,1977.0,marvel
7784,Andromeda Attumasen (Earth-616),No Dual Identity,Good,Green,Auburn,Female,,42.0,1985-05-01,1985.0,marvel
7785,Blackheart (Earth-616),No Dual Identity,Bad,Red,Black,Male,,42.0,1989-09-01,1989.0,marvel
7786,Pantu Hurageb (Earth-616),,Bad,Brown,Black,Male,,42.0,1990-02-01,1990.0,marvel
7787,Walter Charles (Earth-616),Secret Identity,Good,,Brown,Male,,42.0,1990-04-01,1990.0,marvel
7788,Doreen Green (Earth-616),Public Identity,Good,Brown,Brown,Female,,42.0,1991-12-01,1991.0,marvel
7789,Peter Hunter (Earth-616),Secret Identity,Good,Blue,Grey,Male,,42.0,1991-02-01,1991.0,marvel
7790,Algernon Crowe (Earth-616),Public Identity,Bad,Brown,Brown,Male,,42.0,1992-07-01,1992.0,marvel
7791,Justine Hammer (Earth-616),Secret Identity,Bad,Blue,Black,Female,,42.0,1997-06-01,1997.0,marvel
7792,Johnathon Gallo (Earth-616),Secret Identity,Good,Blue,Silver,Male,,42.0,1998-09-01,1998.0,marvel
7793,Maria de Guadalupe Santiago (Earth-616),Secret Identity,Good,Brown,Black,Female,,42.0,1998-09-01,1998.0,marvel
7794,Elsa Bloodstone (Earth-616),Public Identity,Good,Blue,Blond,Female,,42.0,2001-12-01,2001.0,marvel
7795,Thor Odinson (Ragnarok) (Earth-616),Public Identity,Neutral,Red,Bald,Male,,42.0,2006-09-01,2006.0,marvel
7796,Roger Brokeridge (Earth-616),Secret Identity,Neutral,Green,Blond,Male,,42.0,2007-05-01,2007.0,marvel
7797,Phineas Horton (Earth-616),No Dual Identity,Good,Blue,Brown,Male,,41.0,1939-10-01,1939.0,marvel
7798,Marie Lathrop (Earth-616),Public Identity,Good,,Blond,Female,,41.0,1948-12-01,1948.0,marvel
7799,Byrrah (Earth-616),Public Identity,Bad,Blue,Blond,Male,,41.0,1954-08-01,1954.0,marvel
7800,Orka (Earth-616),Secret Identity,Neutral,Black,Black,Male,,41.0,1970-03-01,1970.0,marvel
7801,Grom (Earth-616),Secret Identity,Neutral,Black,Red,Male,,41.0,1971-08-01,1971.0,marvel
7802,Noah Burstein (Earth-616),No Dual Identity,Good,,,Male,,41.0,1972-06-01,1972.0,marvel
7803,Lin Sun (Earth-616),Public Identity,Good,,Black,Male,,41.0,1974-04-01,1974.0,marvel
7804,Daniel Berkhart (Earth-616),Secret Identity,Bad,Blue,Brown,Male,,41.0,1975-02-01,1975.0,marvel
7805,Ransak (Earth-616),Secret Identity,Good,,Black,Male,,41.0,1977-02-01,1977.0,marvel
7806,Simon Maddicks (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,41.0,1977-01-01,1977.0,marvel
7807,Iann-23 (Earth-616),Public Identity,Good,Blue,No,Male,,41.0,1982-01-01,1982.0,marvel
7808,Obadiah Stane (Earth-616),Public Identity,Bad,Blue,Bald,Male,,41.0,1982-10-01,1982.0,marvel
7809,Martin Preston (Earth-616),Secret Identity,Bad,Blue,Black,Male,,41.0,1986-01-01,1986.0,marvel
7810,Nick Katzenberg (Earth-616),Public Identity,Bad,Brown,Brown,Male,,41.0,1989-05-01,1989.0,marvel
7811,Richard Parker (Simulcrum) (Earth-616),,,,,Male,,41.0,1992-06-01,1992.0,marvel
7812,Century (Alien) (Earth-616),Secret Identity,Good,White,White,Male,,41.0,1994-07-01,1994.0,marvel
7813,Charles Burlingame (Earth-616),Secret Identity,Good,Brown,Black,Male,,41.0,1998-10-01,1998.0,marvel
7814,Kuan-Yin Xorn (Earth-616),Secret Identity,Bad,,,Male,,41.0,2001-09-01,2001.0,marvel
7815,Juston Seyfert (Earth-616),No Dual Identity,Good,Green,Brown,Male,,41.0,2003-06-01,2003.0,marvel
7816,Sally Floyd (Earth-616),No Dual Identity,,Brown,Black,Female,,41.0,2006-01-01,2006.0,marvel
7817,Gunna Sijurvald (Earth-616),Secret Identity,Neutral,Brown,Black,Female,,41.0,2010-08-01,2010.0,marvel
7818,Geoffrey Vandergill (Earth-616),Secret Identity,Good,,Blond,Male,,40.0,1941-06-01,1941.0,marvel
7819,Washington Jones (Earth-616),Secret Identity,Good,,White,Male,,40.0,1941-06-01,1941.0,marvel
7820,Phoebus Apollo (Earth-616),,Good,Blue,Blond,Male,,40.0,1948-08-01,1948.0,marvel
7821,Leopold Stryke (Earth-616),Public Identity,Bad,Green,Brown,Male,,40.0,1963-09-01,1963.0,marvel
7822,Raymond Bloch (Earth-616),Public Identity,Bad,Brown,Brown,Male,,40.0,1964-03-01,1964.0,marvel
7823,Mendel Stromm (Earth-616),Secret Identity,Bad,Red,Bald,Male,,40.0,1966-06-01,1966.0,marvel
7824,Recorder 211 (Earth-616),Secret Identity,Neutral,,Bald,Male,,40.0,1966-09-01,1966.0,marvel
7825,Yon-Rogg (Earth-616),Public Identity,Bad,,Brown,Male,,40.0,1967-12-01,1967.0,marvel
7826,Barbarus (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,40.0,1969-11-01,1969.0,marvel
7827,Zarathos (Earth-616),Secret Identity,Neutral,Blue,No,Male,,40.0,1972-08-01,1972.0,marvel
7828,Ajak (Earth-616),Secret Identity,,Grey,Black,Male,,40.0,1976-08-01,1976.0,marvel
7829,Araki (Earth-616),No Dual Identity,Neutral,Gold,White,Female,,40.0,1978-02-01,1978.0,marvel
7830,Munin (Earth-616),,Good,Black,,Male,,40.0,1978-08-01,1978.0,marvel
7831,Sybil Dvorak (Earth-616),Secret Identity,Bad,Brown,Brown,Female,Bisexual,40.0,1979-01-01,1979.0,marvel
7832,Daniel Leighton (Earth-616),Secret Identity,Bad,Blue,Brown,Male,,40.0,1980-01-01,1980.0,marvel
7833,Johnathon Ohnn (Earth-616),Secret Identity,Bad,Blue,Brown,Male,,40.0,1985-01-01,1985.0,marvel
7834,Andrew Chord (Earth-616),Secret Identity,,Brown,Bald,Male,,40.0,1989-12-01,1989.0,marvel
7835,Demogoblin (Earth-616),Secret Identity,Neutral,Red,No,Male,,40.0,1989-02-01,1989.0,marvel
7836,Julius Mullarkey (Earth-616),Secret Identity,Good,Red,Red,Male,,40.0,1992-06-01,1992.0,marvel
7837,Kiskillilla (Earth-616),Secret Identity,Bad,Yellow,Black,Female,,40.0,1992-08-01,1992.0,marvel
7838,Sarah Ryall (Earth-616),Public Identity,Bad,Blue,Blond,Female,,40.0,1992-12-01,1992.0,marvel
7839,Shevaun Haldane (Earth-616),Secret Identity,Good,Green,Auburn,Female,,40.0,1992-07-01,1992.0,marvel
7840,Steven Harmon (Earth-616),Public Identity,Good,Blue,Purple,Male,,40.0,1992-11-01,1992.0,marvel
7841,Scrier (Earth-616),Secret Identity,Neutral,Black,No,Male,,40.0,1994-10-01,1994.0,marvel
7842,James Santini (Earth-616),Public Identity,Good,Green,Brown,Male,,40.0,1995-10-01,1995.0,marvel
7843,Janice Yanizeski (Earth-616),Secret Identity,Neutral,Hazel,Blond,Female,,40.0,1995-12-01,1995.0,marvel
7844,Paul Stacy (Earth-616),Public Identity,Neutral,Blue,Blond,Male,,40.0,1997-03-01,1997.0,marvel
7845,Dead Girl (Moonbeam) (Earth-616),Secret Identity,Good,Red,Black,Female,,40.0,2002-04-01,2002.0,marvel
7846,Abigail Boylen (Earth-616),Known to Authorities Identity,Good,Blue,Blond,Female,,40.0,2007-05-01,2007.0,marvel
7847,Sajani Jaffrey (Earth-616),No Dual Identity,Neutral,Brown,Black,Female,,40.0,2011-01-01,2011.0,marvel
7848,Benjamin Deeds (Earth-616),No Dual Identity,Good,Brown,Brown,Male,Homosexual,40.0,2013-02-01,2013.0,marvel
7849,Richard Parker (Earth-616),No Dual Identity,Good,Brown,Brown,Male,,39.0,1968-11-01,1968.0,marvel
7850,Steel Serpent (Davos) (Earth-616),Public Identity,Good,Brown,Black,Male,,39.0,1975-11-01,1975.0,marvel
7851,Jacob Conover (Earth-616),Secret Identity,Bad,,Black,Male,,39.0,1976-03-01,1976.0,marvel
7852,Miss Locke (Earth-616),Secret Identity,Bad,,Black,Female,,39.0,1978-01-01,1978.0,marvel
7853,Kaina (Earth-616),Secret Identity,Good,White,Brown,Female,,39.0,1979-07-01,1979.0,marvel
7854,Aaron Nicholson (Earth-616),Secret Identity,Bad,Brown,Black,Male,,39.0,1984-06-01,1984.0,marvel
7855,Amiko Kobayashi (Earth-616),No Dual Identity,Good,Brown,Black,Female,,39.0,1984-05-01,1984.0,marvel
7856,Ghaur (Earth-616),Secret Identity,Bad,Yellow,Blue,Male,,39.0,1985-11-01,1985.0,marvel
7857,Quincy McIver (Earth-616),Secret Identity,Bad,Brown,Black,Male,,39.0,1985-10-01,1985.0,marvel
7858,Ulysses Lugman (Earth-616),Secret Identity,Bad,Blue,White,Male,,39.0,1987-01-01,1987.0,marvel
7859,Ananym (Earth-616),Secret Identity,Bad,White,Red,Female,,39.0,1989-11-01,1989.0,marvel
7860,Silverfox (Canadian) (Earth-616),Secret Identity,,Blue,Black,Female,,39.0,1989-08-01,1989.0,marvel
7861,Mary Parker (Simulcrum) (Earth-616),,,,,Female,,39.0,1992-06-01,1992.0,marvel
7862,Carlton LaFroyge (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,39.0,1993-05-01,1993.0,marvel
7863,Cammille Benally (Earth-616),Secret Identity,Neutral,Brown,Brown,Female,,39.0,2005-11-01,2005.0,marvel
7864,Brood (Warbound) (Earth-616),Public Identity,Neutral,Yellow,No,Female,,39.0,2007-05-01,2007.0,marvel
7865,Rebecca Barnes (Onslaught Reborn) (Earth-616),Public Identity,,Hazel,Red,Female,,39.0,2007-01-01,2007.0,marvel
7866,Cosmo (Dog) (Earth-616),No Dual Identity,Good,Brown,Brown,Male,,39.0,2008-01-01,2008.0,marvel
7867,Fabio Medina (Earth-616),Public Identity,Good,Black,Brown,Male,,39.0,2013-04-01,2013.0,marvel
7868,Henry Casey (Earth-616),Public Identity,Good,,Red,Male,,38.0,1952-11-01,1952.0,marvel
7869,Harrington Byrd (Earth-616),Public Identity,Good,Blue,Red,Male,,38.0,1963-10-01,1963.0,marvel
7870,Marianne Rodgers (Earth-616),Public Identity,Good,Blue,Blond,Female,,38.0,1963-04-01,1963.0,marvel
7871,Victoria Bentley (Earth-616),Public Identity,Neutral,,Brown,Female,,38.0,1963-11-01,1963.0,marvel
7872,Diane Arliss (Earth-616),,Good,,Black,Female,,38.0,1968-09-01,1968.0,marvel
7873,Jonathan Powers (Earth-616),Public Identity,Bad,Blue,Brown,Male,,38.0,1968-07-01,1968.0,marvel
7874,Amphibius (Earth-616),Secret Identity,Bad,Yellow,No,Male,,38.0,1969-11-01,1969.0,marvel
7875,Susan Scarbo (Earth-616),Secret Identity,Bad,Green,Black,Female,,38.0,1970-03-01,1970.0,marvel
7876,Jarella (Earth-616),No Dual Identity,Good,Green,Blond,Female,,38.0,1971-06-01,1971.0,marvel
7877,William Taurens (Earth-616),Public Identity,Bad,Brown,Brown,Male,,38.0,1971-07-01,1971.0,marvel
7878,Daniel Drumm (Earth-616),Public Identity,Neutral,Brown,Black,Male,,38.0,1973-09-01,1973.0,marvel
7879,Paul Cartier (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,38.0,1973-04-01,1973.0,marvel
7880,Marduk Kurios (Earth-616),Secret Identity,Bad,Variable,Variable,Male,,38.0,1974-01-01,1974.0,marvel
7881,Electron (Imperial Guard) (Earth-616),Secret Identity,Neutral,,,Male,,38.0,1977-10-01,1977.0,marvel
7882,Karkas (Earth-616),Secret Identity,Good,Black,No,Male,,38.0,1977-02-01,1977.0,marvel
7883,William Stryker (Earth-616),No Dual Identity,Bad,Blue,Grey,Male,,38.0,1983-01-01,1983.0,marvel
7884,Marie-Ange Colbert (Earth-616),Secret Identity,Neutral,Green,Red,Female,,38.0,1984-06-01,1984.0,marvel
7885,Jackie Lukus (Earth-616),Public Identity,Bad,Blue,Brown,Female,,38.0,1988-06-01,1988.0,marvel
7886,Niels (Earth-616),Secret Identity,Good,Yellow,Orange,Male,,38.0,1988-09-01,1988.0,marvel
7887,Melody Jacobs (Earth-616),Secret Identity,Neutral,Brown,Black,Female,,38.0,1993-01-01,1993.0,marvel
7888,Anne Ghazikhanian (Earth-616),Public Identity,Good,Blue,Black,Female,,38.0,2002-10-01,2002.0,marvel
7889,Ernst (Earth-616),Secret Identity,Good,,Grey,Female,,38.0,2003-02-01,2003.0,marvel
7890,Geoffrey Wilder (Earth-616),Secret Identity,Neutral,Brown,Black,Male,,38.0,2003-07-01,2003.0,marvel
7891,Kevin Ford (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,38.0,2003-09-01,2003.0,marvel
7892,Elloe Kaifi (Earth-616),Public Identity,,Red,Black,Female,,38.0,2006-05-01,2006.0,marvel
7893,Ahura Boltagon (Earth-616),No Dual Identity,,Brown,Black,Male,,38.0,,,marvel
7894,Franklin Roosevelt (Earth-616),No Dual Identity,,,,Male,,37.0,1940-08-01,1940.0,marvel
7895,Penny Pennington (Earth-616),Public Identity,Good,,Black,Male,,37.0,1952-11-01,1952.0,marvel
7896,Simon Garth (Earth-616),Secret Identity,Neutral,White,Black,Male,,37.0,1953-07-01,1953.0,marvel
7897,Khan (Earth-616),Secret Identity,Bad,Red,Black,Male,,37.0,1960-10-01,1960.0,marvel
7898,Norton Fester (Earth-616),Secret Identity,Bad,Brown,Brown,Male,,37.0,1966-05-01,1966.0,marvel
7899,Brainchild (Earth-616),,Bad,Brown,Brown,Male,,37.0,1969-11-01,1969.0,marvel
7900,David Angar (Earth-616),Secret Identity,Good,Brown,Brown,Male,,37.0,1973-06-01,1973.0,marvel
7901,Tilda Johnson (Earth-616),,Bad,Brown,Black,Female,,37.0,1973-08-01,1973.0,marvel
7902,Meranno (Earth-616),Secret Identity,Bad,Blue,Grey,Male,,37.0,1975-11-01,1975.0,marvel
7903,Lancaster Sneed (Earth-616),Secret Identity,Bad,Green,Black,Male,,37.0,1976-07-01,1976.0,marvel
7904,Hermod (Earth-616),Secret Identity,Good,Blue,Brown,Male,,37.0,1978-08-01,1978.0,marvel
7905,Gabrielle Haller (Earth-616),Public Identity,Good,Brown,Black,Female,,37.0,1982-09-01,1982.0,marvel
7906,James Power (Earth-616),Public Identity,Good,Blue,Brown,Male,,37.0,1984-08-01,1984.0,marvel
7907,Goblyn (Earth-616),Secret Identity,Good,Yellow,Blue,Female,,37.0,1987-07-01,1987.0,marvel
7908,Marcy Masterson (Earth-616),Public Identity,Good,Blue,Blond,Female,,37.0,1989-12-01,1989.0,marvel
7909,Deathwatch (Earth-616),Secret Identity,Bad,Red,Red,Male,,37.0,1990-05-01,1990.0,marvel
7910,Elias Wirtham (Earth-616),Known to Authorities Identity,Good,Brown,Black,Male,,37.0,1990-12-01,1990.0,marvel
7911,Bella Donna Boudreaux (Earth-616),Secret Identity,Neutral,Blue,Blond,Female,,37.0,1992-05-01,1992.0,marvel
7912,Ormond Wychwood (Earth-616),Secret Identity,Bad,Blue,Blond,Male,,37.0,1992-06-01,1992.0,marvel
7913,Yelena Belova (Earth-616),Secret Identity,Bad,Blue,Blond,Female,,37.0,1999-03-01,1999.0,marvel
7914,Tiberius Stone (Earth-616),Public Identity,Bad,Blue,Brown,Male,,37.0,2001-02-01,2001.0,marvel
7915,William Robert Reilly (Earth-616),Public Identity,,Blue,Blond,Male,Homosexual,37.0,2001-08-01,2001.0,marvel
7916,Madeline Berry (Earth-616),No Dual Identity,Good,Green,Red,Female,,37.0,2010-08-01,2010.0,marvel
7917,Night-Wind (Earth-616),Public Identity,Good,,Black,Male,,36.0,1950-12-01,1950.0,marvel
7918,Peotor (Earth-616),Public Identity,Bad,Black,Red,Male,,36.0,1963-04-01,1963.0,marvel
7919,Bolivar Trask (Earth-616),No Dual Identity,Bad,Brown,Brown,Male,,36.0,1965-11-01,1965.0,marvel
7920,Changeling (Earth-616),Secret Identity,Good,Brown,Black,Male,,36.0,1967-08-01,1967.0,marvel
7921,Mary Fitzpatrick (Earth-616),No Dual Identity,Good,Hazel,Brown,Female,,36.0,1968-11-01,1968.0,marvel
7922,Monica Lynne (Earth-616),Public Identity,Good,Brown,Black,Female,,36.0,1970-02-01,1970.0,marvel
7923,Spymaster (Ted Calloway) (Earth-616),Secret Identity,Bad,Blue,Blond,Male,,36.0,1971-01-01,1971.0,marvel
7924,Peter Corbeau (Earth-616),Public Identity,Good,,Brown,Male,,36.0,1972-02-01,1972.0,marvel
7925,Solomon Kane (Earth-616),Public Identity,Good,,Black,Male,,36.0,1973-08-01,1973.0,marvel
7926,Harold Harold (Earth-616),No Dual Identity,,Brown,Brown,Male,,36.0,1975-10-01,1975.0,marvel
7927,Courtney Ross (Earth-616),No Dual Identity,,Blue,Blond,Female,,36.0,1976-10-01,1976.0,marvel
7928,Master Order (Earth-616),,Neutral,,No,,,36.0,1977-12-01,1977.0,marvel
7929,Tryco Slatterus (Earth-616),Secret Identity,Bad,Silver,Red,Male,,36.0,1982-10-01,1982.0,marvel
7930,Madcap (Earth-616),Secret Identity,Neutral,Blue,Brown,Male,,36.0,1985-07-01,1985.0,marvel
7931,Ashley Crawford (Earth-616),Secret Identity,Good,Blue,Auburn,Female,,36.0,1989-07-01,1989.0,marvel
7932,Ramonda (Earth-616),Public Identity,Good,Brown,Black,Female,,36.0,1989-03-01,1989.0,marvel
7933,Goddess (Earth-616),,Neutral,White,Blond,Female,,36.0,1992-07-01,1992.0,marvel
7934,Carmella Unuscione (Earth-616),Secret Identity,Bad,Brown,Brown,Female,,36.0,1993-03-01,1993.0,marvel
7935,Jacob Raven (Earth-616),Public Identity,,,,Male,,36.0,1994-12-01,1994.0,marvel
7936,Steven Hudak (Earth-616),,,Brown,Bald,Male,,36.0,1995-09-01,1995.0,marvel
7937,Ozymandias (Earth-616),Secret Identity,Bad,,,Male,,36.0,1996-05-01,1996.0,marvel
7938,Inez Temple (Earth-616),Public Identity,,Blue,Brown,Female,,36.0,2002-05-01,2002.0,marvel
7939,Monica Rappaccini (Earth-616),Public Identity,Bad,Blue,Black,Female,,36.0,2005-06-01,2005.0,marvel
7940,Alisa Tager (Earth-616),Secret Identity,Good,Brown,Black,Female,,36.0,2009-01-01,2009.0,marvel
7941,Ava Ayala (Earth-616),Public Identity,Good,Brown,Black,Female,,36.0,2011-12-01,2011.0,marvel
7942,Arthur Nagan (Earth-616),Public Identity,,Grey,Black,Male,,35.0,1954-09-01,1954.0,marvel
7943,Belit (Earth-616),No Dual Identity,Neutral,,,Female,,35.0,1974-09-01,1974.0,marvel
7944,Nu-An (Earth-616),,Neutral,Black,Black,Male,,35.0,1974-05-01,1974.0,marvel
7945,Brock Jones (Earth-616),Secret Identity,Good,Blue,Blond,Male,,35.0,1975-10-01,1975.0,marvel
7946,Steven Lang (Earth-616),Public Identity,Bad,Blue,Blond,Male,,35.0,1975-12-01,1975.0,marvel
7947,Melissa Greville (Earth-616),Public Identity,,Blue,Blond,Female,,35.0,1976-08-01,1976.0,marvel
7948,Tiamut (Earth-616),Secret Identity,Neutral,Red,No,Male,,35.0,1977-12-01,1977.0,marvel
7949,Clytemnestra Erwin (Earth-616),Public Identity,Neutral,Brown,Brown,Female,,35.0,1983-06-01,1983.0,marvel
7950,Morley Erwin (Earth-616),Public Identity,Neutral,Brown,Brown,Male,,35.0,1983-03-01,1983.0,marvel
7951,Haroun ibn Sallah al-Rashid (Earth-616),Secret Identity,Neutral,Black,Black,Male,,35.0,1984-06-01,1984.0,marvel
7952,Gustav Krueger (Earth-616),Secret Identity,Bad,Brown,Grey,Male,,35.0,1985-10-01,1985.0,marvel
7953,Foreigner (Earth-616),,,Brown,Black,Male,,35.0,1986-06-01,1986.0,marvel
7954,Kim Il Sung (Earth-616),Secret Identity,Bad,Brown,Black,Male,,35.0,1986-10-01,1986.0,marvel
7955,Carl Burbank (Earth-616),Secret Identity,Bad,Blue,Blond,Male,,35.0,1987-12-01,1987.0,marvel
7956,Frank Bohannan (Earth-616),Secret Identity,Bad,White,White,Male,,35.0,1987-03-01,1987.0,marvel
7957,Gordon Fraley (Earth-616),,Bad,Red,,Male,,35.0,1988-01-01,1988.0,marvel
7958,Madeline Naylor (Earth-616),Public Identity,Neutral,,Strawberry,Female,,35.0,1988-09-01,1988.0,marvel
7959,Charlotte Jones (Earth-616),Public Identity,Good,Brown,Black,Female,,35.0,1990-02-01,1990.0,marvel
7960,Phoebe Marrs (Earth-616),Public Identity,Good,Blue,Strawberry,Female,,35.0,1990-04-01,1990.0,marvel
7961,Scott Wright (Earth-616),Secret Identity,Good,Blue,Brown,Male,,35.0,1991-11-01,1991.0,marvel
7962,Mikhail Rasputin (Earth-616),Secret Identity,Neutral,Blue,Black,Male,,35.0,1992-02-01,1992.0,marvel
7963,Peter Parker (Doppelganger) (Earth-616),Secret Identity,Bad,White,No,Male,,35.0,1992-06-01,1992.0,marvel
7964,Zoe Culloden (Earth-616),Secret Identity,,Blue,Blond,Female,,35.0,1994-03-01,1994.0,marvel
7965,Peter Parker (Spidercide) (Earth-616),Secret Identity,Bad,Hazel,Brown,Male,,35.0,1995-03-01,1995.0,marvel
7966,Devon Lewis (Earth-616),Public Identity,,Brown,Black,Male,,35.0,1996-01-01,1996.0,marvel
7967,Agent X (Nijo) (Earth-616),Secret Identity,Neutral,Brown,Bald,Male,,35.0,2002-05-01,2002.0,marvel
7968,Edwin Jarvis (Skrull) (Earth-616),Secret Identity,Bad,Green,No,Male,,35.0,2005-03-01,2005.0,marvel
7969,Hiroim (Earth-616),Public Identity,,,Black,Male,,35.0,2006-04-01,2006.0,marvel
7970,John Aman (Earth-616),Secret Identity,Good,Blue,Bald,Male,,35.0,2007-10-01,2007.0,marvel
7971,Romulus (Earth-616),Secret Identity,Bad,Black,White,Male,,35.0,2007-03-01,2007.0,marvel
7972,Wernher von Blitzschlag (Earth-616),Public Identity,Neutral,Blue,White,Male,,35.0,2007-05-01,2007.0,marvel
7973,James Taylor James (Earth-616),Secret Identity,Neutral,Brown,Auburn,Male,,35.0,2008-07-01,2008.0,marvel
7974,Yo Yo Rodriguez (Earth-616),Secret Identity,Good,Brown,Black,Female,,35.0,2008-07-01,2008.0,marvel
7975,Melita Garner (Earth-616),No Dual Identity,Good,Brown,Brown,Female,,35.0,2009-06-01,2009.0,marvel
7976,Krakoa III (Earth-616),Secret Identity,Good,Red,No,Male,,35.0,2012-01-01,2012.0,marvel
7977,Mary Morgan (Earth-616),Secret Identity,Good,,Brown,Female,,34.0,1940-12-01,1940.0,marvel
7978,Poseidon Aegaeus (Earth-616),Public Identity,Good,Blue,White,Male,,34.0,1943-02-01,1943.0,marvel
7979,Hermes Diaktoros (Earth-616),Public Identity,,Blue,Blond,Male,,34.0,1948-12-01,1948.0,marvel
7980,Major Thorn (Earth-616),Public Identity,Good,,Black,Male,,34.0,1952-01-01,1952.0,marvel
7981,Arab (Earth-616),No Dual Identity,Good,,White,Male,,34.0,1954-10-01,1954.0,marvel
7982,Igor (Earth-616),Public Identity,Bad,Black,Yellow,Male,,34.0,1963-04-01,1963.0,marvel
7983,Chester Phillips (Earth-616),Public Identity,Good,Brown,Grey,Male,,34.0,1965-03-01,1965.0,marvel
7984,Aireo (Earth-616),Secret Identity,Bad,Blue,,Male,,34.0,1966-02-01,1966.0,marvel
7985,Keith Kincaid (Earth-616),Public Identity,Good,,Blond,Male,,34.0,1967-01-01,1967.0,marvel
7986,Gustav Brandt (Earth-616),Secret Identity,Neutral,,,Male,,34.0,1970-01-01,1970.0,marvel
7987,William Talltrees (Earth-616),Secret Identity,Good,Brown,Black,Male,,34.0,1970-09-01,1970.0,marvel
7988,Tamara Rahn (Earth-616),Secret Identity,Good,Red,Blond,Female,,34.0,1973-02-01,1973.0,marvel
7989,Charles Rider (Earth-616),Public Identity,Neutral,,Brown,Male,,34.0,1976-09-01,1976.0,marvel
7990,Richard Deacon (Earth-616),Secret Identity,Neutral,Red,Brown,Male,,34.0,1976-11-01,1976.0,marvel
7991,Ziran (Earth-616),,Neutral,,,,,34.0,1977-12-01,1977.0,marvel
7992,Cilicia (Earth-616),Public Identity,Neutral,,,Female,,34.0,1979-09-01,1979.0,marvel
7993,Davida DeVito (Earth-616),Public Identity,Neutral,Blue,Black,Female,,34.0,1979-08-01,1979.0,marvel
